#Week,#Day,Date,seq,Code,Sub_Course_Name,Title,Description,More_Details (main points),Objective,type,general_type,Original Link (Drive/Dropbox/External),Shorten Link (if need),Display_link (github/Others),Previous Bootcamp Display Links,Phase,Skill,DS_step,Unit
3,5,13/2/2025,1,DS068,Data Analysis for Beginners,Data storytelling,Explore the art and science of data storytelling,"- draw (data-> EDA(pandas, advanced)-> communcate result ( presentation, data story which is the lesson today-> deploy)
- show them the roadmap of DS project in program page app
- Go through the pdf
- When you reach the example section: open some of data stories to show them
- show how you can run stramlit app
- show the deployment steps
- ask them to work in the same groups yesterday to build their own stories
- ask them to deliver general link in google form https://forms.gle/ujLjche1Z9gMWjX27","- Grasp the essentials of data storytelling and its importance in data communication.
- Tailor data-driven stories to diverse audiences.",Main_session,Session,https://www.dropbox.com/scl/fi/z3k5nsebadi2tkx255w3w/2-Storytelling-1-How-to-Effectively-Tell-a-Story-With-Data.paper?rlkey=nsbxvkajm83lmg5eob0lr24w2&st=9inbx99b&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-15/blob/main/DS068-Storytelling_1_-_How_to_Effectively_Tell_a_S.pdf,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,5,13/2/2025,2,DS066,Data Analysis for Beginners,Usecase Day - Usecase 4,Build a data story using Streamlit framwork,,- Create an interactive data story using the Streamlit framework to analyze and present insights from a used cars dataset and building an attractive narrative.,Usecase,Usecases,https://www.dropbox.com/scl/fo/d26r73a9f57y07ksy8sqy/ACUPElDZ3-xaIatv1UH_9IE?rlkey=kq7r270klu5yn1r0p61iqeqbp&st=hegjt9kr&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4.pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement,  Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,5,13/2/2025,3,DS069,Data Analysis for Beginners,Data Story Deployment,Explore the process of deploying a data story to be publicly avaliable.,,- Create interactive web applications with Streamlit that interface with the data story,Main_session,Session,https://blog.streamlit.io/host-your-streamlit-app-for-free/,,,https://blog.streamlit.io/host-your-streamlit-app-for-free/,Usecases Phase,Software engineering,Step 8: Model Deployment,Unit 2: Data Analysis Fundamentals
3,5,13/2/2025,4,DS070,Data Analysis for Beginners,Usecase 6 - Project 3 ,Introduction to a project that applies advanced tools of EDA (Data Profiling and Cleaning) process on a real-world use case.,,"- Provide students with the opportunity to practice and improve their public speaking and presentation skills
- Require students to think critically about their project, including its goals, methodology, results, and significance
- Allow students to learn from each other’s projects, gaining insights into different approaches, challenges, and solutions
- Give students a platform to showcase their hard work, progress, and achievements
- Promote teamwork and collaboration
- Teach students the importance of time management
- nstill a sense of professionalism, as students must present their work in a clear, organized, and professional manner
",Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/jcqc7wsv0xgxquh8zl0n4/AJ2kizlW5OlcRUcRp5ejJyU?rlkey=0a0uet19fk06g8g71s8azyrpe&st=wgdwrw59&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-6-Project-3/blob/main/Usecase_6_(Project_3).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,5,13/2/2025,5,DS067,Data Analysis for Beginners,Usecase 5 - Lab,15 minutes allocated to address questions from students experiencing difficulties with their lab assignments,,"- Provide targeted assistance to students facing challenges with their lab assignment within a 15-minute session, aiming to clarify concepts, resolve specific issues, and ensure students can progress effectively with their coursework.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/mhir7to9uekdi8am6nc6a/ADT-nP4VhZCrqJPqbAYQMKI?rlkey=5qs8u7sulpwnaipnryz6mj49d&st=11jl3x6r&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-5/blob/main/Usecase_5_(Lab).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement,  Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
3,5,13/2/2025,6,DS058,Data Analysis for Beginners,Week Activity,"Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",,"- Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",Week Activity,Activity,https://www.dropbox.com/home/Esraa%20Madhi/DataScience%20%26%20MachineLearning%20Bootcamp%202024%20-%20Content/Week2/Theory?di=left_nav_browse&preview=DS058-Week+Activity+-+Numpy%2C+Pandas+%26+EDA.pdf,,,Kahoot.it,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 2: Data Analysis Fundamentals
4,1,16/2/2025,7,DS031,Engagement Content,Week Champion Announcement,,,"- Encourage students to write clean, efficient, and well-documented code
- Encourage students to help each other
- Inspire students to continuously improve their skills and knowledge
- Create an environment where students feel supported and encouraged to seek help and offer assistance
- Instill the value of healthy competition where students strive to do their best while maintaining respect and support for their peers.",Side_session,Session,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,,,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,Usecases Phase,-,-,Unit 3: Machine Learning 101
4,1,16/2/2025,1,DS071,Real-World Insights from a Data Science Expert,What data scientists say over world?,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Boosting Analytical Discussions",Penguin Activity,Activity,https://www.linkedin.com/feed/update/urn:li:activity:7177766777563574272/?updateEntityUrn=urn%3Ali%3Afs_updateV2%3A%28urn%3Ali%3Aactivity%3A7177766777563574272%2CFEED_DETAIL%2CEMPTY%2CDEFAULT%2Cfalse%29,,,https://shorturl.at/rhmXq,Usecases Phase,"Data visualization, Data Manipulation and Analysis (working with data)","Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 3: Machine Learning 101
4,1,16/2/2025,2,DS072,Machine Learning 101,Intro to Machine Learning Models,Uncover the world of machine learning by exploring various models and algorithms that enable computers to learn from and make decisions based on data.,go through pdf,"- Understand different types of machine learning models (supervised and unsupervised).
- Learn the foundational algorithms that drive these models.",Main_session,Session,https://www.dropbox.com/scl/fi/hpmjqu7h56p5hwo3slcy6/2-Intro-to-Machine-Learning-1.paper?rlkey=6lsg6jrpzde75lzjqcivk7ndg&st=et3p0nx4&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-16/blob/main/DS072-_Intro_to_Machine_Learning_1.pdf,Usecases Phase,Machine learning models,Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,1,16/2/2025,3,DS073,Machine Learning 101,Supervised ML - Regression models - Linear regression,Learn a fundamental statistical method for modeling the relationship between a dependent variable and one or more independent variables,go through pdf,- Grasp the concept and mathematical foundation of linear regression.,Main_session,Session,https://www.dropbox.com/scl/fi/4ki0lj7hi4r2amr4idsq1/3-Supervised-Regression-Models-Linear-Regression.paper?rlkey=hm81gur6589vnblpfbsnplvjo&st=dlxlb6f6&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-16/blob/main/DS073-_Supervised_Regression_Models_-_Linear_Regre.pdf,Usecases Phase,Machine learning models,Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,1,16/2/2025,4,DS070,Data Analysis for Beginners,Usecase 6 - Project 3 ,Project Review: Each team's data story will under go a 10-minute review conducted by the other students.,"- There are 5 teams
- give the student a 10 min to read the story and vote for it and give grade and comment
- after 10 min, display the comments for students
- the students who write a note for all , will take partepication degree","- Require students to think critically about their project, including its goals, methodology, results, and significance
- Allow students to learn from each other’s projects, gaining insights into different approaches, challenges, and solutions
- Give students a platform to showcase their hard work, progress, and achievements
- Promote teamwork and collaboration
- nstill a sense of professionalism, as students must present their work in a clear, organized, and professional manner",Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/jcqc7wsv0xgxquh8zl0n4/AJ2kizlW5OlcRUcRp5ejJyU?rlkey=0a0uet19fk06g8g71s8azyrpe&st=wgdwrw59&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-6-Project-3/blob/main/Usecase_6_(Project_3).pdf,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 3: Machine Learning 101
4,2,17/2/2025,1,DS074,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://www.hackerrank.com/challenges/map-and-lambda-expression/problem?isFullScreen=true,https://shorturl.at/Jq5Cf,,https://shorturl.at/Jq5Cf,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
4,2,17/2/2025,2,DS075,Machine Learning 101,Usecase 4.1,Conduct hands-on Linear regression and feature engineering with real datasets,just go through the notebook without the pdf,"- conduct hands-on Linear Regression and Feature Engineering using a used cars dataset, enabling participants to understand and apply key concepts in predictive modeling and data preprocessing to real-world data.",Usecase,Usecases,https://www.dropbox.com/scl/fo/vpn14hcp0sfp52qvkivik/AGq7tQJ9K7an5ddDiDChCj0?rlkey=1l5gygnvcws1irdwuuo5fu7r7&st=65aopr59&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_1.pdf,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,2,17/2/2025,3,DS076,Data Engineering for Beginners,Feature Engineering ,"Learn how to enhance your machine learning models by creating, selecting, and transforming features to improve performance and insights.",dont go through the pdf,"- Understand the importance of feature engineering in improving model accuracy.
- Practice different techniques of feature engineering ",Main_session,Session,https://www.dropbox.com/scl/fi/u5ye5xocto7pcx5wkqpbu/4-Features-Engineering-Selection-all.paper?rlkey=h740daz1whmtvl4kmwu4etm19&st=mj01ixcu&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-17/blob/main/DS076-_Features_Engineering_%26_Selection_-all.pdf,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,2,17/2/2025,4,DS077,Data Engineering for Beginners,Usecase 7 - Lab,Start Building machine learning models for real-world use cases.,,"- Start building machine learning models for football players' use cases, enabling the students to understand and apply predictive modeling techniques to real-world sports data. This project will focus on data preparation, feature engineering, and building machine learning models to predict player performance and other relevant metrics.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/gi3v64o2p75021zry1de1/AMqizQO1z--XJypaHDyOSUY?rlkey=nsbv521gucurvdatjfj8pitzd&st=sztffto5&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_-_(Lab).pdf,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,2,17/2/2025,5,DS078,Machine Learning 101,Interactive activity,,,"- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation 
- Stimulate students' critical thinking skills 
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,https://www.dropbox.com/scl/fi/sfdtktzvhewljx80j1uc0/DS078-Intro-to-machine-learning-Interactive-Activity_NOT_UPLOADED.paper?rlkey=tofggmzzfqyrko35xc6ya5rhp&st=ndv4x0ug&dl=0,,,,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,3,18/2/2025,1,DS079,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://www.hackerrank.com/challenges/find-second-maximum-number-in-a-list/problem?isFullScreen=true,https://shorturl.at/tKm1X,,https://shorturl.at/tKm1X,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
4,3,18/2/2025,2,DS080,Machine Learning 101,Model evaluation 1 - Regression models,"Discover the critical aspects of evaluating regression models, focusing on diagnosing and addressing overfitting and underfitting.","- Review linear regression equation
- Review the linear code
- go through the pdf and on the same time apply each matrix on the code of uc4.1
- for cross validation ,in the codeing part, tell them will practise on ridge lasso models later","- Discover different types of evaluation matrices 
- Identify signs of overfitting and underfitting in machine learning models.",Main_session,Session,https://www.dropbox.com/scl/fi/p3ru6u67dja0cxy2j4a1r/4-Model-evaluation-1-Regression-models.paper?rlkey=2rerifgpkut3dfcqea57ig52u&st=ftuv9qbw&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-18/blob/main/DS080-_Model_evaluation_1_-_Regression_models.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,3,18/2/2025,3,DS081,Machine Learning 101,Model Optimization - Cross Validation and Hyperparameters Optimization ,Master the practices of cross-validation and hyperparameter optimization to enhance model performance and reliability.,,"- Utilize cross-validation techniques to assess model effectiveness.
- Execute systematic hyperparameter tuning for optimal model performance.",Main_session,Session,https://www.dropbox.com/scl/fi/p3ru6u67dja0cxy2j4a1r/4-Model-evaluation-1-Regression-models.paper?rlkey=2rerifgpkut3dfcqea57ig52u&st=ftuv9qbw&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-18/blob/main/DS080-_Model_evaluation_1_-_Regression_models.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,3,18/2/2025,4,DS075,Machine Learning 101,Usecase 4.1,"Conduct hands-on (Model evaluation, Regularization, Cross validation) with real datasets",,,Usecase,Usecases,https://www.dropbox.com/scl/fo/vpn14hcp0sfp52qvkivik/AGq7tQJ9K7an5ddDiDChCj0?rlkey=1l5gygnvcws1irdwuuo5fu7r7&st=65aopr59&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_1.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,3,18/2/2025,5,DS077,Machine Learning 101,Usecase 7 - Lab,Building machine learning models for real-world use cases.,,"This project will focus on data preparation, feature engineering, and building machine learning models to predict player performance and other relevant metrics.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/gi3v64o2p75021zry1de1/AMqizQO1z--XJypaHDyOSUY?rlkey=nsbv521gucurvdatjfj8pitzd&st=sztffto5&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_-_(Lab).pdf,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,3,18/2/2025,6,DS078,Machine Learning 101,Interactive activity,,,"- Engage students in a collaborative and competitive activity to reinforce their Pandas knowledge and skills 
- Enhancing their understanding and retention of key concepts through teamwork and active participation 
- Stimulate students' critical thinking skills 
- Develop students' communication skills by encouraging them to articulate their thoughts, ideas, and solutions",Interactive Activity,Activity,,,,,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,4,19/2/2025,1,DS083,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://coderhub.sa/challenges/86000c8c-c148-4f21-9fb2-ad968ed53488/view?language=Python,https://shorturl.at/ZnziP,,https://shorturl.at/ZnziP,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
4,4,19/2/2025,2,DS084,Machine Learning 101,Model Optimization -  Underfitting & Overfitting the Model,Examine regularization techniques that prevent overfitting by penalizing complexity in machine learning models.,"- go through the pdf
- you can go through the same matrices code to compare test and train results",,Main_session,Session,https://www.dropbox.com/scl/fi/6cxo5lorfqkgotvffli4w/2-Underfitting-Overfitting-the-Model.paper?rlkey=biwcqqc0q2d9v6awknya240sm&st=iake3y0c&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-19/blob/main/DS084-_Underfitting_%26_Overfitting_the_Model.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,4,19/2/2025,3,DS085,Machine Learning 101,Model Optimization -  Model regularization - Ridge & Lasso model,Learn the principles of regularization and its role in model training.,,- Apply regularization methods like L1 (Lasso) and L2 (Ridge) to refine models.,Main_session,Session,https://www.dropbox.com/scl/fi/t6bc8fp8wy73nhrv10ir3/6-Supervised-Regression-Models-Linear-Regression-Ridge-lasso-model.paper?rlkey=hkql7n5a2cf5o62rjpn42b3ld&st=ewv4kebu&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-19/blob/main/DS085-_Supervised_Regression_Models_-_Linear_Regre.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,4,19/2/2025,4,DS075,Machine Learning 101,Usecase 4.1,"Conduct hands-on (Model evaluation, Regularization, Cross validation) with real datasets",,"- Model Evaluation
- Regularization Techniques
- Cross-Validation",Usecase,Usecases,https://www.dropbox.com/scl/fo/vpn14hcp0sfp52qvkivik/AGq7tQJ9K7an5ddDiDChCj0?rlkey=1l5gygnvcws1irdwuuo5fu7r7&st=65aopr59&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_1.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,4,19/2/2025,5,DS077,Machine Learning 101,Usecase 7 - Lab,Building machine learning models for real-world use cases.,,"This project will focus on data preparation, feature engineering, and building machine learning models to predict player performance and other relevant metrics.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/gi3v64o2p75021zry1de1/AMqizQO1z--XJypaHDyOSUY?rlkey=nsbv521gucurvdatjfj8pitzd&st=sztffto5&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,4,19/2/2025,7,DS086,Machine Learning 101,Interactive activity,,,,Interactive Activity,Activity,https://www.dropbox.com/scl/fi/ttz00qov8mdms0ecindp4/Interactive-activity-_-NOT-UPLOADED.paper?rlkey=5mc05lgvz4yuguvqlncmfkylf&dl=0,,,,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
4,4,19/2/2025,8,DS087,Machine Learning 101,Project 4,Introduction to a project that applies the supervised machine learning model on a real-world use case.,Usecase 6.1 - Project 4 Or kaggle competition,,Usecase - Project,Usecases,https://www.kaggle.com/competitions/playground-series-s4e5/overview,,,https://www.kaggle.com/competitions/house-prices-advanced-regression-techniques/data,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,5,20/2/2025,1,DS088,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://coderhub.sa/challenges/e35bb082-6cc1-4aa9-89f5-03077f5ab9f3/view?language=Python,https://shorturl.at/H9jOu,,https://shorturl.at/H9jOu,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
4,5,20/2/2025,2,DS089,Machine Learning 101,Usecase 7.1 - Lab,Build Classification model with real datasets,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Usecase - Lab,Usecases,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Use-cases-cards/blob/main/%E2%80%8F%E2%80%8FUsecase%207/Usecase_7_1_-_(Lab).pdf,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_1_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,5,20/2/2025,3,DS090,Machine Learning 101,Supervised ML -  Classification Models - Logistic regression ,"Explore logistic regression, a powerful statistical method used to model binary outcomes and predict categorical class memberships.",,"- Understand the theory and mathematical underpinnings of logistic regression.
- Apply logistic regression to classification problems and interpret the outcomes",Main_session,Session,https://www.dropbox.com/scl/fi/hixyrrbugncx0j2b7e4mw/3-Supervised-Classification-Models-Logistic-Regression.paper?rlkey=a4tgojigh50raqf7i1gcwzdxz&st=i1u064ln&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-20/blob/main/3-_Supervised_Classification_Models_-_Logistic_Reg.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,5,20/2/2025,5,DS092,Machine Learning 101,Usecase 4.2,Build Classification model with real datasets,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/75b8a9ib12v4lz9einom6/ABGoMq7CntwZGEk1zaBvNK0?rlkey=wcrwxj3t4rbmw66vc8cypwi8n&st=oby363kx&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_2.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
4,5,20/2/2025,6,DS093,Machine Learning 101,Week Activity,"Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",,"- Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",Week Activity,Activity,https://www.dropbox.com/scl/fi/qlmajdqog96gond95nkfy/DS093-Week-Activity-Machine-learning.pdf?rlkey=q71o1xqvsd8cf3sr81nts7ufu&st=628j4dlj&dl=0,,,https://kahoot.it/,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 3: Machine Learning 101
5,1,23/2/2025,1,DS031,Engagement Content,Week Champion Announcement,,,"- Encourage students to write clean, efficient, and well-documented code 
- Encourage students to help each other 
- Inspire students to continuously improve their skills and knowledge 
- Create an environment where students feel supported and encouraged to seek help and offer assistance 
- Instill the value of healthy competition where students strive to do their best while maintaining respect and support for their peers.",Side_session,Session,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,,,https://datascienceroadmap-tuwaiq-academy.streamlit.app/Champion_Of_The_Week,Usecases Phase,-,-,Unit 3: Machine Learning 101
5,1,23/2/2025,2,DS088,Programming Fundamental  using Python,Code Challenge,30-minute coding challenge to enhance students' Python programming skills,Group teams,"- Reinforce Python Syntax and Basics
- Problem-Solving and Algorithmic Thinking
- Practice with Control Structures
- Enhance Debugging Skills
- Boosting Collaborative Learning
",Penguin Activity,Activity,https://coderhub.sa/challenges/3adf453a-35c1-4258-beaf-eae8393c4be0/view?language=Python,https://shorturl.at/ESmu8,,https://shorturl.at/ESmu8,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
5,1,23/2/2025,3,DS091,Machine Learning 101,Model evaluation 2 - Classification models,"Discover the critical aspects of evaluating classification models, focusing on diagnosing and addressing overfitting and underfitting.",,,Main_session,Session,https://www.dropbox.com/scl/fi/1dav3f7h6fcawwcfxd2g5/4-Model-evaluation-2-Classification-models.paper?rlkey=hwmumqf2rokd52m4am5skk0oe&st=f2vmbzho&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-21/blob/main/2-_Model_evaluation_2_-_Classification_models.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,1,23/2/2025,4,DS095,Machine Learning 101,Lighting talk ,Exploring Lightning Talks: What They Are and How They Function,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,"https://www.dropbox.com/scl/fi/381cx1fag9js1vb64clm6/Lightning-Talks-for-Data-Science-bootcamp.paper?rlkey=0ms193qzzkzizvo65buxdl3xx&dl=0


https://docs.google.com/spreadsheets/d/1J3hBa87mQkbNkcf-vA2RsxAEPbAXLjcYKAz1VdRyZEc/edit?gid=0#gid=0",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Lightning-talk/blob/main/Lightning_Talks_for_Data_Science_bootcamp.pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 3: Machine Learning 101
5,1,23/2/2025,5,DS092,Machine Learning 101,Usecase 4.2,Build Classification model with real datasets,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/75b8a9ib12v4lz9einom6/ABGoMq7CntwZGEk1zaBvNK0?rlkey=wcrwxj3t4rbmw66vc8cypwi8n&st=i37by6ow&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_2.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
